연번,자치구,신호등종류,위도,경도,주소
5965,광진구,보행등,37.53177953,127.0838375,광진구 자양동 680-65 대
5966,광진구,보행등,37.53167642,127.0838911,광진구 자양동 680-65 대
5967,광진구,보행등,37.54689172,127.1023609,광진구 광장동 395-2수
5968,광진구,보행등,37.54664834,127.1021813,광진구 광장동 248-20대
5969,광진구,보행등,37.54679391,127.1023449,광진구 광장동 395-2수
5970,광진구,보행등,37.53546699,127.0920109,광진구 구의동 217-16도
5971,광진구,보행등,37.5452922,127.0826394,광진구 구의동 18공
5972,광진구,보행등,37.5451161,127.1047035,광진구 광장동 272-19대
5973,광진구,보행등,37.53535119,127.0921518,광진구 구의동 217-16도
5974,광진구,보행등,37.5605862,127.0784546,광진구 중곡동 280-2 제
5975,광진구,보행등,37.57161693,127.079945,광진구 중곡동 1529 대
5976,광진구,보행등,37.57161693,127.079945,광진구 중곡동 1529 대
5977,광진구,보행등,37.53146198,127.0823753,광진구 자양동 629-15대
5978,광진구,보행등,37.53146198,127.0823753,광진구 자양동 629-15대
5979,광진구,보행등,37.53134667,127.0823877,광진구 자양동 629-14대
5980,광진구,보행등,37.53134667,127.0823877,광진구 자양동 629-14대
5981,광진구,보행등,37.54272948,127.1011679,광진구 광장동 396-13대
5982,광진구,보행등,37.54272948,127.1011679,광진구 광장동 396-13대
5983,광진구,보행등,37.54276038,127.1015037,광진구  396-2도
5984,광진구,보행등,37.54785773,127.0706595,광진구 화양동 363-26대
5985,광진구,보행등,37.54810452,127.0706468,광진구 군자동 363대
5986,광진구,보행등,37.54811646,127.0705643,광진구 군자동 363대
5987,광진구,보행등,37.54214825,127.0643405,광진구 화양동 279-39대
5988,광진구,보행등,37.5362199,127.0946557,광진구  546-3도
5989,광진구,보행등,37.5360845,127.0946668,광진구  546-3도
5990,광진구,보행등,37.5360331,127.0949654,광진구  546-16대
5991,광진구,보행등,37.54197323,127.0639787,광진구 노유동 41-19도
5992,광진구,보행등,37.54195073,127.0641283,광진구 노유동 41-19도
5993,광진구,보행등,37.54421705,127.0653425,광진구 화양동 280-48도
5994,광진구,보행등,37.54020093,127.0896971,광진구 구의동 227-44대
5995,광진구,보행등,37.54020721,127.0895839,광진구 구의동 227-44대
5996,광진구,보행등,37.55462558,127.0864781,광진구 중곡동 123-29대
5997,광진구,보행등,37.55431431,127.086203,광진구 능동 122-40대
5998,광진구,보행등,37.55887843,127.0755759,광진구 중곡동 253-33대
5999,광진구,보행등,37.55618766,127.0820361,광진구 중곡동 265-15 도
6000,광진구,보행등,37.55618766,127.0820361,광진구 중곡동 265-15 도
6001,광진구,보행등,37.55606515,127.0820588,광진구 능동 141-1대
6002,광진구,보행등,37.55606515,127.0820588,광진구 능동 141-1대
6003,광진구,보행등,37.55598007,127.0819025,광진구 능동 141-6대
6004,광진구,보행등,37.53999606,127.0709473,광진구 화양동 3-34대
6005,광진구,보행등,37.5494555,127.1080084,광진구 광장동 362대
6006,광진구,보행등,37.53350491,127.084933,광진구 자양동 680-65 대
6007,광진구,보행등,37.54691667,127.0738142,광진구 화양동 164-1도
6008,광진구,보행등,37.5589983,127.0876176,광진구 중곡동 150-332대
6009,광진구,보행등,37.55904115,127.0878864,광진구 중곡동 150-323대
6010,광진구,보행등,37.54560862,127.0789097,광진구 모진동 18공
6011,광진구,보행등,37.54543254,127.0787541,광진구 모진동 18공
6012,광진구,보행등,37.55469779,127.0712595,광진구 군자동 97-7대
6013,광진구,보행등,37.54101058,127.0962024,광진구 광장동 520-9 수
6014,광진구,보행등,37.54089517,127.095668,광진구 구의동 520수
6015,광진구,보행등,37.54102713,127.0955417,광진구 구의동 520수
6016,광진구,보행등,37.54118237,127.0955318,광진구 구의동 520수
6017,광진구,보행등,37.54131041,127.0958922,광진구 광장동 520-9 수
6018,광진구,보행등,37.56795622,127.0787676,광진구 중곡동 592-3대
6019,광진구,보행등,37.56798625,127.0785119,광진구 중곡동 261-1도
6020,광진구,보행등,37.54772693,127.0726484,광진구 군자동 98학
6021,광진구,보행등,37.5475159,127.0726729,광진구 군자동 98학
6022,광진구,보행등,37.53812185,127.0773936,광진구 자양동 393-1
6023,광진구,보행등,37.53790851,127.0772155,광진구 자양동 393-1
6024,광진구,보행등,37.53790851,127.0772155,광진구 자양동 393-1
6025,광진구,보행등,37.5378672,127.0770103,광진구 자양동 393-1
6026,광진구,보행등,37.56627115,127.08464,광진구 중곡동 169-80대
6027,광진구,보행등,37.5662009,127.0843906,광진구 중곡동 169-80대
6028,광진구,보행등,37.56437084,127.076443,광진구 중곡동 485-7천
6029,광진구,보행등,37.5400587,127.0705563,광진구 화양동 3-66대
6030,광진구,보행등,37.54746746,127.0879174,광진구 구의동 77-36대
6031,광진구,보행등,37.54067458,127.1002173,광진구 광장동 577대
6032,광진구,보행등,37.54178517,127.0717409,광진구 화양동 2-22대
6033,광진구,보행등,37.54171546,127.071709,광진구 화양동 2-22대
6034,광진구,보행등,37.54533108,127.0659612,광진구 화양동 281-30장
6035,광진구,보행등,37.54006018,127.0942577,광진구 구의동 581 대
6036,광진구,보행등,37.53989682,127.094018,광진구 구의동 581 대
6037,광진구,보행등,37.55295944,127.0726294,광진구 군자동 159-4대
6038,광진구,보행등,37.56061919,127.0783471,광진구 중곡동 280-3천
6039,광진구,보행등,37.54091718,127.0679397,광진구 화양동 34-33대
6040,광진구,보행등,37.54074512,127.0677488,광진구 노유동 35-9도
6041,광진구,보행등,37.54902364,127.0754454,광진구 능동 248대
6042,광진구,보행등,37.53746889,127.079007,광진구 자양동 528
6043,광진구,보행등,37.56228187,127.0825649,광진구 중곡동 166-39대
6044,광진구,보행등,37.5621041,127.0824819,광진구 중곡동 166-42대
6045,광진구,보행등,37.56210962,127.0823854,광진구 중곡동 166-19대
6046,광진구,보행등,37.56213826,127.0821595,광진구 중곡동 275-2도
6047,광진구,보행등,37.56225721,127.0821456,광진구 중곡동 220-22학
6048,광진구,보행등,37.56242637,127.0821442,광진구 중곡동 277-5도
6049,광진구,보행등,37.5624178,127.0822997,광진구 중곡동 275-2도
6050,광진구,보행등,37.56239581,127.0825083,광진구 중곡동 166-19대
6051,광진구,보행등,37.53331569,127.0756396,광진구 자양동 794-10도
6052,광진구,보행등,37.56324427,127.0829749,광진구 중곡동 167-17대
6053,광진구,보행등,37.56326004,127.0827643,광진구 중곡동 275-2도
6054,광진구,보행등,37.54841206,127.0892271,광진구 구의동 96도
6055,광진구,보행등,37.54847802,127.0890012,광진구 구의동 96도
6056,광진구,보행등,37.54643232,127.0869984,광진구 구의동 614-1대
6057,광진구,보행등,37.54493238,127.0856052,광진구 구의동 619-3대
6058,광진구,보행등,37.53492519,127.0943695,광진구 구의동 611대
6059,광진구,보행등,37.53539828,127.0940788,광진구 구의동 610대
6060,광진구,보행등,37.53523641,127.0940114,광진구 구의동 610대
6061,광진구,보행등,37.53554676,127.0938658,광진구 구의동 610대
6062,광진구,보행등,37.53586561,127.0940794,광진구 구의동 610대
6063,광진구,보행등,37.55742968,127.0795681,광진구 중곡동 265-13도
6064,광진구,보행등,37.5464941,127.0867835,광진구 구의동 613-11도
6065,광진구,보행등,37.57075525,127.0860742,광진구 중곡동 1382대
6066,광진구,보행등,37.57066892,127.0862821,광진구 중곡동 1382대
6067,광진구,보행등,37.57066533,127.0860671,광진구 중곡동 1382대
6068,광진구,보행등,37.54148414,127.1011738,광진구 광장동 577대
6069,광진구,보행등,37.54155237,127.1009925,광진구 광장동 577대
6070,광진구,보행등,37.55147027,127.0694344,광진구 군자동 85-3대
6071,광진구,보행등,37.53333581,127.0846573,광진구 자양동 680-65 대
6072,광진구,보행등,37.55695201,127.0792589,광진구 군자동 645-6대
6073,광진구,보행등,37.53327291,127.07583,광진구 자양동 794-10도
6074,광진구,보행등,37.55422819,127.0942673,광진구 구의동 143-4대
6075,광진구,보행등,37.55206712,127.0767163,광진구 군자동 1-14대
6076,광진구,보행등,37.55685503,127.0795023,광진구 능동 647-1대
6077,광진구,보행등,37.53887066,127.0919226,광진구 구의동 207-30대
6078,광진구,보행등,37.53876872,127.0920997,광진구 구의동 207-24대
6079,광진구,보행등,37.54259726,127.0945312,광진구  164-2수
6080,광진구,보행등,37.56935036,127.0860381,광진구 중곡동 1537 대
6081,광진구,보행등,37.55350242,127.0880993,광진구 능동 92-1대
6082,광진구,보행등,37.53281705,127.0770367,광진구 자양동 808대
6083,광진구,보행등,37.55400297,127.0776672,광진구 군자동 478-3대
6084,광진구,보행등,37.53934423,127.0986539,광진구 광장동 565대
6085,광진구,보행등,37.5512893,127.0897647,광진구 구의동 470-2도
6086,광진구,보행등,37.53445961,127.0925466,광진구 구의동 546-3도
6087,광진구,보행등,37.53432092,127.09244,광진구 구의동 546-3도
6088,광진구,보행등,37.53452977,127.0927119,광진구 구의동 215-10도
6089,광진구,보행등,37.53436741,127.0929131,광진구 구의동 215-10도
6090,광진구,보행등,37.53410718,127.0926797,광진구 구의동 547-6도
6091,광진구,보행등,37.53415417,127.0925156,광진구 구의동 215-13도
6092,광진구,보행등,37.53170778,127.0672782,광진구 노유동 550-2도
6093,광진구,보행등,37.56833548,127.0855508,광진구 중곡동 1342-7대
6094,광진구,보행등,37.56354135,127.0783323,광진구 중곡동 191-77대
6095,광진구,보행등,37.56368915,127.0784067,광진구 중곡동 191-142대
6096,광진구,보행등,37.53238635,127.0670164,광진구 노유동 553-444대
6097,광진구,보행등,37.53237212,127.0672748,광진구 노유동 553-22 공
6098,광진구,보행등,37.55878835,127.0754235,광진구 중곡동 253-32대
6099,광진구,보행등,37.55878835,127.0754235,광진구 중곡동 253-32대
6100,광진구,보행등,37.55867213,127.0754387,광진구 군자동 615-17대
6101,광진구,보행등,37.55867213,127.0754387,광진구 군자동 615-17대
6102,광진구,보행등,37.53436511,127.0718822,광진구 자양동 227-7대
6103,광진구,보행등,37.53423395,127.0717802,광진구 자양동 227-7대
6104,광진구,보행등,37.5343229,127.0714698,광진구 자양동 227-7대
6105,광진구,보행등,37.56360521,127.0868271,광진구 중곡동 18-24대
6106,광진구,보행등,37.56341273,127.0870607,광진구 중곡동 18-24대
6107,광진구,보행등,37.56341273,127.0870607,광진구 중곡동 18-24대
6108,광진구,보행등,37.54569863,127.0732345,광진구 화양동 98학
6109,광진구,보행등,37.55391891,127.077885,광진구 능동 478-4대
6110,광진구,보행등,37.54082609,127.0836762,광진구 구의동 254-10대
6111,광진구,보행등,37.54082851,127.0834449,광진구 자양동 254-88대
6112,광진구,보행등,37.56824934,127.0862488,광진구 중곡동 1343-37대
6113,광진구,보행등,37.56817705,127.086048,광진구 중곡동 1348-1도
6114,광진구,보행등,37.55546005,127.0787348,광진구 능동 648-12대
6115,광진구,보행등,37.55200459,127.0769379,광진구 능동 1-9대
6116,광진구,보행등,37.55311925,127.0703691,광진구 군자동 90대
6117,광진구,보행등,37.56295892,127.0797551,광진구 중곡동 192-38대
6118,광진구,보행등,37.56305774,127.0796357,광진구 중곡동 270-3도
6119,광진구,보행등,37.56305774,127.0796357,광진구 중곡동 270-3도
6120,광진구,보행등,37.56311603,127.0795744,광진구 중곡동 191-69학
6121,광진구,보행등,37.54683062,127.0740968,광진구 화양동 98학
6122,광진구,보행등,37.56326071,127.0796602,광진구 중곡동 191-69학
6123,광진구,보행등,37.54729,127.0743823,광진구 모진동 98학
6124,광진구,보행등,37.54729,127.0743823,광진구 모진동 98학
6125,광진구,보행등,37.54745348,127.0741538,광진구 군자동 98학
6126,광진구,보행등,37.54521023,127.0852933,광진구 구의동 617-69대
6127,광진구,보행등,37.53672831,127.0927803,광진구 구의동 213-2대
6128,광진구,보행등,37.5426908,127.0844628,광진구 구의동 18-14공
6129,광진구,보행등,37.54675468,127.1020831,광진구 광장동 353학
6130,광진구,보행등,37.55394624,127.0886808,광진구 중곡동 81-6대
6131,광진구,보행등,37.57149261,127.0801961,광진구 중곡동 698-1도
6132,광진구,보행등,37.53193422,127.0795421,광진구 자양동 621-35대
6133,광진구,보행등,37.53200362,127.079771,광진구 자양동 621-28대
6134,광진구,보행등,37.53188266,127.0797527,광진구 자양동 714도
6135,광진구,보행등,37.5318539,127.0796928,광진구 자양동 714도
6136,광진구,보행등,37.53416291,127.0725855,광진구 자양동 227-7대
6137,광진구,보행등,37.53390525,127.0734659,광진구 자양동 783-1대
6138,광진구,보행등,37.53379787,127.0733141,광진구 자양동 783-1대
6139,광진구,보행등,37.53242609,127.0856075,광진구 자양동 680-65 대
6140,광진구,보행등,37.53232296,127.0856736,광진구 자양동 680-65 대
6141,광진구,보행등,37.53224498,127.0853566,광진구 자양동 680-65 대
6142,광진구,보행등,37.53223095,127.0851343,광진구 자양동 680-65 대
6143,광진구,보행등,37.53535504,127.0687224,광진구 자양동 2-53대
6144,광진구,보행등,37.53541346,127.0682189,광진구 자양동 2-38대
6145,광진구,보행등,37.56515359,127.0808445,광진구 중곡동 270-2도
6146,광진구,보행등,37.56511905,127.0809371,광진구 중곡동 173-22대
6147,광진구,보행등,37.53252969,127.0851452,광진구 자양동 680-65 대
6148,광진구,보행등,37.53252053,127.085502,광진구 자양동 680-65 대
6149,광진구,보행등,37.5351189,127.0682441,광진구 자양동 3-9대
6150,광진구,보행등,37.53511662,127.0687188,광진구 자양동 2-5도
6151,광진구,보행등,37.53644422,127.0839042,광진구  252-62도
6152,광진구,보행등,37.53561206,127.0673832,광진구 자양동 6-21도
6153,광진구,보행등,37.53161434,127.0810878,광진구 자양동 714도
6154,광진구,보행등,37.56826883,127.0857364,광진구 중곡동 1342-8대
6155,광진구,보행등,37.54817816,127.0704196,광진구 군자동 364-15대
6156,광진구,보행등,37.54521982,127.0803368,광진구 모진동 18공
6157,광진구,보행등,37.54541554,127.0803477,광진구 모진동 18공
6158,광진구,보행등,37.5699324,127.0797483,광진구 중곡동 715 대
6159,광진구,보행등,37.55636156,127.0789637,광진구 군자동 646-21 대
6160,광진구,보행등,37.56608183,127.0774274,광진구 중곡동 503-28천
6161,광진구,보행등,37.56990571,127.0794818,광진구 중곡동 727-384 도
6162,광진구,보행등,37.53944852,127.098299,광진구 광장동 236도
6163,광진구,보행등,37.53270524,127.0769929,광진구 자양동 808-10도
6164,광진구,보행등,37.53880632,127.0747128,광진구 자양동 393-1
6165,광진구,보행등,37.53705144,127.0806974,광진구 자양동 768-8대
6166,광진구,보행등,37.53985043,127.0703693,광진구 노유동 8-60도
6167,광진구,보행등,37.53196181,127.0794612,광진구 자양동 621-35대
6168,광진구,보행등,37.53114219,127.0861977,광진구 자양동 680-81대
6169,광진구,보행등,37.536415,127.0833543,광진구 자양동 252-46대
6170,광진구,보행등,37.54943803,127.1082718,광진구 광장동 362대
6171,광진구,보행등,37.53806426,127.089619,광진구 구의동 209-46도
6172,광진구,보행등,37.53788471,127.0896891,광진구 구의동 209-46도
6173,광진구,보행등,37.5388962,127.0982574,광진구 구의동 565대
6174,광진구,보행등,37.53891088,127.0983122,광진구 구의동 565대
6175,광진구,보행등,37.53205259,127.0795759,광진구 자양동 621-16대
6176,광진구,보행등,37.53205259,127.0795759,광진구 자양동 621-16대
6177,광진구,보행등,37.54709411,127.0742775,광진구 모진동 98학
6178,광진구,보행등,37.54726404,127.073655,광진구 군자동 98학
6179,광진구,보행등,37.53941532,127.083372,광진구 구의동 236-21도
6180,광진구,보행등,37.53934013,127.0831148,광진구 자양동 254-73도
6181,광진구,보행등,37.54487675,127.0853741,광진구 구의동 617-31대
6182,광진구,보행등,37.55432883,127.0941828,광진구 구의동 27-11대
6183,광진구,보행등,37.55259627,127.0895651,광진구 중곡동 470-2도
6184,광진구,보행등,37.55234505,127.0891981,광진구 능동 470-2도
6185,광진구,보행등,37.54188289,127.0714414,광진구 화양동 2-20대
6186,광진구,보행등,37.54192553,127.0718905,광진구 화양동 2-11대
6187,광진구,보행등,37.53645925,127.0635502,광진구 노유동 832-36도
6188,광진구,보행등,37.53165456,127.0753443,광진구 자양동 712 도
6189,광진구,보행등,37.53163398,127.075133,광진구 자양동 727도
6190,광진구,보행등,37.55821214,127.0772376,광진구 중곡동 256-45대
6191,광진구,보행등,37.55832232,127.0772059,광진구 중곡동 256-47대
6192,광진구,보행등,37.55833934,127.0770248,광진구 중곡동 269-6도
6193,광진구,보행등,37.55835155,127.0769498,광진구 중곡동 255-5대
6194,광진구,보행등,37.55800848,127.0767441,광진구 군자동 619-7대
6195,광진구,보행등,37.55791931,127.0768253,광진구 군자동 662도
6196,구로구,보행등,37.49555212,126.840716,구로구 오류동 341 대
6197,구로구,보행등,37.49552747,126.8405219,구로구 오류동 341 대
6198,구로구,보행등,37.49944707,126.8673439,구로구 고척동 62-123공
6199,구로구,보행등,37.49944707,126.8673439,구로구 고척동 62-123공
6200,구로구,보행등,37.50080685,126.8903581,구로구 구로동 40-8대
6201,구로구,보행등,37.50685306,126.8857675,구로구 신도림동 646 대
6202,구로구,보행등,37.50734875,126.8749446,구로구 신도림동 282-41 천
6203,구로구,보행등,37.49904508,126.8720939,구로구 구로동 621-12천
6204,구로구,보행등,37.49746587,126.892893,구로구 구로동 646-78제
6205,구로구,보행등,37.50309372,126.8798002,구로구 구로동 642 대
6206,구로구,보행등,37.49119629,126.8314347,구로구 오류동 202-5도
6207,구로구,보행등,37.48955126,126.8337518,구로구 오류동 89-5도
6208,구로구,보행등,37.49656023,126.8875285,구로구 구로동 109-12대
6209,구로구,보행등,37.48526407,126.8935333,구로구 구로동 1279 대
6210,구로구,보행등,37.48526407,126.8935333,구로구 구로동 1279 대
6211,구로구,보행등,37.4853998,126.893586,구로구 구로동 165-1학
6212,구로구,보행등,37.49637138,126.8625807,구로구 개봉동 324대
6213,구로구,보행등,37.48531524,126.8933198,구로구 구로동 1279 대
6214,구로구,보행등,37.48417426,126.8424191,구로구 천왕동 산23-8임
6215,구로구,보행등,37.48748761,126.8395135,구로구 오류동 163-3도
6216,구로구,보행등,37.48164297,126.8460248,구로구 천왕동 산4-1 공
6217,구로구,보행등,37.48170798,126.8458217,구로구 천왕동 산4-1 공
6218,구로구,보행등,37.48327378,126.8414173,구로구 천왕동 산13-1임
6219,구로구,보행등,37.50272716,126.8500153,구로구 고척동 산9-14 공
6220,구로구,보행등,37.48839453,126.8368245,구로구 오류동 342대
6221,구로구,보행등,37.48748372,126.8397345,구로구 오류동 170-15대
6222,구로구,보행등,37.4818293,126.846176,구로구 천왕동 산53-3 공
6223,구로구,보행등,37.48268905,126.8432086,구로구 천왕동 산8-1임
6224,구로구,보행등,37.50275727,126.850097,구로구 고척동 산9-14 공
6225,구로구,보행등,37.50295291,126.8500668,구로구 고척동 산9-14 공
6226,구로구,보행등,37.50444269,126.8782268,구로구 구로동 397-32 도
6227,구로구,보행등,37.48737595,126.8396867,구로구 오류동 170대
6228,구로구,보행등,37.48314966,126.8416691,구로구 천왕동 산13-1임
6229,구로구,보행등,37.50692086,126.8923556,구로구 구로동 274철
6230,구로구,보행등,37.50047806,126.8289175,구로구 궁동 252구
6231,구로구,보행등,37.49736639,126.8932436,구로구 구로동 801-16대
6232,구로구,보행등,37.49797388,126.8926597,구로구 구로동 646-71천
6233,구로구,보행등,37.50278443,126.8798169,구로구 구로동 642 대
6234,구로구,보행등,37.483548,126.8983022,구로구 구로동 179-94 천
6235,구로구,보행등,37.483548,126.8983022,구로구 구로동 179-94 천
6236,구로구,보행등,37.5092788,126.8825245,구로구 신도림동 300-6학
6237,구로구,보행등,37.50976744,126.8823229,구로구 신도림동 319-4대
6238,구로구,보행등,37.50947717,126.8829937,구로구 신도림동 300-6학
6239,구로구,보행등,37.50697366,126.8851491,구로구 신도림동 646 대
6240,구로구,보행등,37.50834573,126.8841266,구로구 신도림동 312-23도
6241,구로구,보행등,37.50294577,126.8849083,구로구 구로동 360-54철
6242,구로구,보행등,37.48405538,126.8422144,구로구 천왕동 156-54잡
6243,구로구,보행등,37.48408732,126.8425593,구로구 천왕동 산23-1 공
6244,구로구,보행등,37.48733072,126.8396672,구로구 오류동 170대
6245,구로구,보행등,37.48176017,126.8456684,구로구 천왕동 산53-3 공
6246,구로구,보행등,37.48359035,126.8982306,구로구 구로동 179-94 천
6247,구로구,보행등,37.5096317,126.882981,구로구 신도림동 641대
6248,구로구,보행등,37.50703116,126.8850888,구로구 신도림동 646 대
6249,구로구,보행등,37.49533017,126.8256033,구로구 궁동 88-2 도
6250,구로구,보행등,37.49783443,126.8925363,구로구 구로동 646-71천
6251,구로구,보행등,37.49973298,126.867617,구로구 고척동 산55-1임
6252,구로구,보행등,37.50181505,126.8475946,구로구 개봉동 249-37대
6253,구로구,보행등,37.48814242,126.836889,구로구 오류동 342대
6254,구로구,보행등,37.48189083,126.8368903,구로구 천왕동 산36-8 임
6255,구로구,보행등,37.48282261,126.9002766,구로구 구로동 1103-11천
6256,구로구,보행등,37.48275922,126.8872441,구로구 가리봉동 799-5대
6257,구로구,보행등,37.50156488,126.8468464,구로구 개봉동 249-64대
6258,구로구,보행등,37.48710278,126.8975446,구로구 구로동 1060-56대
6259,구로구,보행등,37.48710278,126.8975446,구로구 구로동 1060-56대
6260,구로구,보행등,37.48462415,126.9025628,구로구 구로동 993-8대
6261,구로구,보행등,37.50101044,126.8902875,구로구 구로동 40-6대
6262,구로구,보행등,37.5093343,126.8826523,구로구 신도림동 300-6학
6263,구로구,보행등,37.50709866,126.8853362,구로구 신도림동 646 대
6264,구로구,보행등,37.48671764,126.8910009,구로구 구로동 169-14 도
6265,구로구,보행등,37.4891872,126.8960688,구로구 구로동 1056-73대
6266,구로구,보행등,37.50473962,126.829162,구로구 궁동 산1-42임
6267,구로구,보행등,37.49443798,126.8307272,구로구 궁동 182-7 임
6268,구로구,보행등,37.50322747,126.8512398,구로구 고척동 264-26도
6269,구로구,보행등,37.50133453,126.8773215,구로구 구로동 606-1대
6270,구로구,보행등,37.49693128,126.8397492,구로구 오류동 474대
6271,구로구,보행등,37.49680149,126.8396165,구로구 오류동 산6-21임
6272,구로구,보행등,37.50134354,126.8772634,구로구 구로동 606-1대
6273,구로구,보행등,37.51153768,126.8852051,구로구 신도림동 53제
6274,구로구,보행등,37.49392308,126.8720248,구로구 구로동 1058-2 도
6275,구로구,보행등,37.49919495,126.8716959,구로구 구로동 621-9천
6276,구로구,보행등,37.49702737,126.8919777,구로구 구로동 37-11제
6277,구로구,보행등,37.49710767,126.8920848,구로구 구로동 56-1잡
6278,구로구,보행등,37.49682684,126.8923051,구로구 구로동 68-1 천
6279,구로구,보행등,37.49367749,126.8720383,구로구 구로동 642-9대
6280,구로구,보행등,37.49735283,126.8620025,구로구 고척동 76-22대
6281,구로구,보행등,37.49073416,126.8390642,구로구 오류동 331-43 철
6282,구로구,보행등,37.48723409,126.8976325,구로구 구로동 1067-5대
6283,구로구,보행등,37.50113036,126.8909784,구로구 구로동 41-15대
6284,구로구,보행등,37.5012606,126.8907609,구로구 구로동 41-1대
6285,구로구,보행등,37.48223405,126.8932563,구로구 구로동 197-7장
6286,구로구,보행등,37.48832433,126.8895118,구로구 구로동 314대
6287,구로구,보행등,37.48815912,126.8895836,구로구 구로동 314대
6288,구로구,보행등,37.48739192,126.8974759,구로구 구로동 1067-12 도
6289,구로구,보행등,37.49149354,126.8405417,구로구 오류동 47-30도
6290,구로구,보행등,37.49191341,126.8407464,구로구 오류동 46-1 대
6291,구로구,보행등,37.49190772,126.8408241,구로구 오류동 46-1 대
6292,구로구,보행등,37.49171012,126.8408558,구로구 오류동 46-3대
6293,구로구,보행등,37.49061723,126.839221,구로구 오류동 74-1 철
6294,구로구,보행등,37.48925909,126.8842651,구로구 구로동 80대
6295,구로구,보행등,37.50053817,126.8635056,구로구 고척동 46-6대
6296,구로구,보행등,37.50104314,126.8908125,구로구 구로동 50-2 도
6297,구로구,보행등,37.49805476,126.8522902,구로구 개봉동 310-6대
6298,구로구,보행등,37.49796497,126.8524534,구로구 개봉동 311-12대
6299,구로구,보행등,37.48596291,126.896319,구로구 구로동 1116-47도
6300,구로구,보행등,37.49046519,126.8932615,구로구 구로동 125-66대
6301,구로구,보행등,37.49046519,126.8932615,구로구 구로동 125-66대
6302,구로구,보행등,37.49768753,126.8395665,구로구 오류동 산2-45임
6303,구로구,보행등,37.50049121,126.8638291,구로구 고척동 46-16대
6304,구로구,보행등,37.50058222,126.8634399,구로구 고척동 46-21대
6305,구로구,보행등,37.50067815,126.863378,구로구 고척동 46-21대
6306,구로구,보행등,37.50067815,126.863378,구로구 고척동 46-21대
6307,구로구,보행등,37.48896006,126.8245505,구로구 오류동 49답
6308,구로구,보행등,37.48896006,126.8245505,구로구 오류동 49답
6309,구로구,보행등,37.50072719,126.8637074,구로구 고척동 57-20대
6310,구로구,보행등,37.50064038,126.86375,구로구 고척동 57-166대
6311,구로구,보행등,37.49530666,126.8254646,구로구 온수동 86-2대
6312,구로구,보행등,37.49530666,126.8254646,구로구 온수동 86-2대
6313,구로구,보행등,37.49544659,126.8253179,구로구 온수동 산1-104 임
6314,구로구,보행등,37.5002316,126.8892309,구로구 구로동 23-3대
6315,구로구,보행등,37.50031007,126.8579693,구로구 고척동 134-13대
6316,구로구,보행등,37.4932321,126.8272161,구로구 궁동 232 학
6317,구로구,보행등,37.49326603,126.82695,구로구 온수동 232 학
6318,구로구,보행등,37.49306812,126.8269258,구로구 온수동 232 학
6319,구로구,보행등,37.49549353,126.8252662,구로구 온수동 산1-104 임
6320,구로구,보행등,37.48447169,126.9024182,구로구 구로동 993-8대
6321,구로구,보행등,37.49364478,126.8439791,구로구 오류동 33도
6322,구로구,보행등,37.49351324,126.8441646,구로구 오류동 55-30대
6323,구로구,보행등,37.49167843,126.8404904,구로구 오류동 44-10대
6324,구로구,보행등,37.49147587,126.8406415,구로구 오류동 47-28대
6325,구로구,보행등,37.48827303,126.8371246,구로구 오류동 342대
6326,구로구,보행등,37.48798036,126.8397251,구로구 오류동 344 대
6327,구로구,보행등,37.48789731,126.8397716,구로구 오류동 163-3도
6328,구로구,보행등,37.48198508,126.8458455,구로구 천왕동 산53-3 공
6329,구로구,보행등,37.50473955,126.8289806,구로구 궁동 산1-42임
6330,구로구,보행등,37.49866943,126.8290197,구로구 궁동 산7임
6331,구로구,보행등,37.49730999,126.8930314,구로구 구로동 698-3도
6332,구로구,보행등,37.4977095,126.8648783,구로구 고척동 327대
6333,구로구,보행등,37.49908093,126.87191,구로구 구로동 621-9천
6334,구로구,보행등,37.50567893,126.8832976,구로구 신도림동 380-50대
6335,구로구,보행등,37.50126875,126.8906542,구로구 구로동 41대
6336,구로구,보행등,37.49511479,126.8303265,구로구 궁동 182-11 대
6337,구로구,보행등,37.5062055,126.8589698,구로구 고척동 325-1대
6338,구로구,보행등,37.51106465,126.8891472,구로구 신도림동 43 대
6339,구로구,보행등,37.50120933,126.8776229,구로구 구로동 604-15 도
6340,구로구,보행등,37.48955215,126.8398987,구로구 오류동 134-2 도
6341,구로구,보행등,37.49372593,126.8856038,구로구 구로동 443학
6342,구로구,보행등,37.49352159,126.8857005,구로구 구로동 443학
6343,구로구,보행등,37.49441163,126.887077,구로구 구로동 442-73대
6344,구로구,보행등,37.49423367,126.8872058,구로구 구로동 535-40 도
6345,구로구,보행등,37.49296634,126.8908198,구로구 구로동 64-1 도
6346,구로구,보행등,37.48927949,126.8844359,구로구 구로동 80대
6347,구로구,보행등,37.4884595,126.8846411,구로구 구로동 339-82대
6348,구로구,보행등,37.48978839,126.8337534,구로구 오류동 124-28 대
6349,구로구,보행등,37.48514432,126.8973705,구로구 구로동 1064-2 도
6350,구로구,보행등,37.48527237,126.8974687,구로구 구로동 1082-24도
6351,구로구,보행등,37.50123486,126.8904851,구로구 구로동 50-2 도
6352,구로구,보행등,37.50066526,126.8902207,구로구 구로동 50-6 도
6353,구로구,보행등,37.50095593,126.8906691,구로구 구로동 50-6 도
