주소,위도,경도,CCTV 수량,설치목적
서울특별시 광진구 뚝섬로25길 23 (자양동),37.55616,127.08612,1,생활방범
서울특별시 광진구 뚝섬로27길 19 (자양동),37.55647,127.08357,1,생활방범
서울특별시 광진구 뚝섬로27길 43 (자양동),37.56121,127.08701,1,생활방범
서울특별시 광진구 뚝섬로27길3,37.55933,127.08202,1,생활방범
서울특별시 광진구 뚝섬로30길 15 (자양동),37.56293,127.08501,1,생활방범
서울특별시 광진구 뚝섬로31가길 12,37.56208,127.08509,1,생활방범
서울특별시 광진구 뚝섬로32길 17 (자양동),37.56141,127.08321,1,생활방범
서울특별시 광진구 뚝섬로33길 34,37.56012,127.08675,1,생활방범
서울특별시 광진구 뚝섬로34길 13 (자양동),37.56859,127.08011,1,생활방범
서울특별시 광진구 뚝섬로34길 25-19 (자양동),37.56583,127.08391,1,생활방범
서울특별시 광진구 뚝섬로36가길 43 (자양동),37.56986,127.08131,1,생활방범
서울특별시 광진구 뚝섬로36길 15 (자양동),37.56771,127.07935,1,생활방범
서울특별시 광진구 뚝섬로36길 38 (자양동),37.56705,127.08055,1,생활방범
서울특별시 광진구 뚝섬로36길 49-8 (자양동),37.57028,127.08499,1,생활방범
서울특별시 광진구 뚝섬로37길 28 (자양동),37.56935,127.08528,1,생활방범
서울특별시 광진구 뚝섬로40길 31 (자양동),37.5672,127.08545,1,생활방범
서울특별시 광진구 뚝섬로40길 65 (자양동),37.57099,127.08395,1,생활방범
서울특별시 광진구 뚝섬로43길 7 (자양동),37.57156,127.08152,1,생활방범
서울특별시 광진구 뚝섬로44길 56,37.57056,127.0827,1,생활방범
서울특별시 광진구 뚝섬로47길 49 (자양동),37.56804,127.08124,1,생활방범
서울특별시 광진구 뚝섬로47길29,37.55727,127.0922,1,생활방범
서울특별시 광진구 구의3동 624-5,37.53436,127.08222,1,생활방범
서울특별시 광진구 광장동 516-2,37.53583,127.07772,1,생활방범
서울특별시 광진구 자양1동 859-1,37.53214,127.08784,1,생활방범
서울특별시 광진구 광장동 5-112,37.53367,127.06986,1,생활방범
서울특별시 광진구 광장동 5-143,37.53926,127.06824,1,생활방범
서울특별시 광진구 광장동 5-112,37.53914,127.06857,1,생활방범
서울특별시 광진구 광장동 5-112,37.5386,127.08174,1,생활방범
서울특별시 광진구 광장동 5-112,37.53508,127.06782,1,생활방범
서울특별시 광진구 광장동 5-112,37.53295,127.06638,1,생활방범
서울특별시 광진구 구의동 3,37.56472,127.07936,1,생활방범
서울특별시 광진구 광장동 5-127,37.55965,127.08411,1,생활방범
서울특별시 광진구 광장동 5-124,37.57,127.0845,1,생활방범
서울특별시 광진구 구의동 3-3,37.55695,127.09215,1,생활방범
서울특별시 광진구 구의동 3-3,37.55906,127.09091,1,생활방범
서울특별시 광진구 구의동 3-3,37.54656,127.0677,1,생활방범
서울특별시 광진구 구의동 3-3,37.54289,127.06682,1,생활방범
서울특별시 광진구 중곡동 143-141,37.54657,127.07184,1,생활방범
서울특별시 광진구 답십리로 78길 (중곡동),37.55413,127.08524,1,생활방범
서울특별시 광진구 답십리로74길 15 (중곡동),37.55215,127.08482,1,생활방범
서울특별시 광진구 답십리로78길 9-16 (중곡동),37.55312,127.08795,1,생활방범
서울특별시 광진구 답십리로82길 18 (중곡동),37.55212,127.08733,1,생활방범
서울특별시 광진구 답십리로84길 56 (중곡동),37.55362,127.07843,1,생활방범
서울특별시 광진구 답십리로84길 6 (중곡동),37.5524,127.07914,1,생활방범
서울특별시 광진구 답십리로88길 19 (중곡동),37.5527,127.07856,1,생활방범
서울특별시 광진구 도로명 주소 없음,37.55461,127.07917,1,생활방범
서울특별시 광진구 도로명주소 없음,37.55394,127.07921,1,생활방범
서울특별시 광진구 도로명주소 없음,37.53438,127.08196,1,생활방범
서울특별시 광진구 도로명주소 없음,37.53953,127.08134,1,생활방범
서울특별시 광진구 동일로 212,37.5361,127.08084,1,생활방범
서울특별시 광진구 동일로 26길 9,37.53605,127.08313,1,생활방범
서울특별시 광진구 동일로 30길 28 (화양동),37.53456,127.07949,1,생활방범
서울특별시 광진구 동일로 338,37.5348,127.0789,1,생활방범
서울특별시 광진구 동일로 34-11 (자양동),37.53369,127.0801,1,생활방범
서울특별시 광진구 동일로 360,37.53322,127.07813,1,생활방범
서울특별시 광진구 동일로 374 (중곡동),37.53389,127.0804,1,생활방범
서울특별시 광진구 동일로 44길 17 (군자동),37.5324,127.08056,1,생활방범
서울특별시 광진구 동일로 64길 20 (중곡동),37.53847,127.08098,1,생활방범
서울특별시 광진구 동일로10가길23 (자양동),37.53819,127.08047,1,생활방범
서울특별시 광진구 동일로10길 25 (자양동),37.52874,127.08112,1,생활방범
서울특별시 광진구 동일로10길 42 (자양동),37.52784,127.08441,1,생활방범
서울특별시 광진구 동일로10길 5 (자양동),37.53165,127.08508,1,생활방범
서울특별시 광진구 동일로10나길 18 (자양동),37.53279,127.08789,1,생활방범
서울특별시 광진구 동일로12길 20 (자양동),37.52967,127.07685,1,생활방범
서울특별시 광진구 동일로18가길 13 (자양동),37.5312,127.07792,1,생활방범
서울특별시 광진구 동일로18길 44 (자양동),37.53065,127.0805,1,생활방범
서울특별시 광진구 동일로18나길 24 (자양동),37.52969,127.08,1,생활방범
서울특별시 광진구 동일로20길 106 (자양동),37.52798,127.08025,1,생활방범
서울특별시 광진구 용마산로31길 31 (중곡동),37.53916,127.07676,1,생활방범
서울특별시 광진구 용마산로33길 25 (중곡동),37.55142,127.10198,1,생활방범
서울특별시 광진구 용마산로33길 41,37.55176,127.10351,1,생활방범
서울특별시 광진구 용마산로34길 15 (중곡동),37.56587,127.08828,1,생활방범
서울특별시 광진구 용마산로36길 22,37.55325,127.07326,1,생활방범
서울특별시 광진구 용마산로36길 28-10,37.54896,127.08596,1,생활방범
서울특별시 광진구 용마산로36길 44 (중곡동),37.54885,127.08664,1,생활방범
서울특별시 광진구 용마산로36길 66 (중곡동),37.55318,127.09836,1,생활방범
서울특별시 광진구 용마산로3길 13 (중곡동),37.53773,127.09167,1,생활방범
서울특별시 광진구 용마산로3길 38 (중곡동),37.52945,127.07533,1,생활방범
서울특별시 광진구 용마산로3길 98 (중곡동),37.5475,127.10123,1,생활방범
서울특별시 광진구 용마산로4길 26 (중곡동),37.53092,127.08629,1,생활방범
서울특별시 광진구 용마산로5길 40,37.53115,127.09033,1,생활방범
서울특별시 광진구 용마산로5길 40-22,37.53576,127.0744,1,생활방범
서울특별시 광진구 용마산로7길 59 (중곡동),37.53274,127.06292,1,생활방범
서울특별시 광진구 구의동 3-3,37.54456,127.07066,1,생활방범
서울특별시 광진구 중곡동 143-141,37.54154,127.06979,1,생활방범
서울특별시 광진구 중곡동 143-119,37.53017,127.08235,1,생활방범
서울특별시 광진구 중곡동 176-122,37.54928,127.09472,1,생활방범
서울특별시 광진구 중곡동 176-122,37.54812,127.09645,1,생활방범
서울특별시 광진구 중곡동 176-122,37.54794,127.09703,1,생활방범
서울특별시 광진구 중곡동 176-112,37.54788,127.09821,1,생활방범
서울특별시 광진구 구의동 3-17,37.54752,127.09835,1,생활방범
서울특별시 광진구 구의동 3-17,37.54636,127.09824,1,생활방범
서울특별시 광진구 구의동 3-17,37.53208,127.07441,1,생활방범
서울특별시 광진구 구의동 3-17,37.54595,127.10391,1,생활방범
서울특별시 광진구  천호대로102길 58 (군자동),37.54625,127.09874,1,생활방범
서울특별시 광진구  천호대로127길19,37.54657,127.09899,1,생활방범
서울특별시 광진구 강변역로 18,37.54927,127.10143,1,생활방범
서울특별시 광진구 강변역로 40-2,37.54977,127.10133,1,생활방범
서울특별시 광진구 강변역로 53,37.54434,127.09975,1,생활방범
서울특별시 광진구 광나루로 14길 26,37.54951,127.09911,1,생활방범
서울특별시 광진구 광나루로 14길 31,37.56228,127.09625,1,생활방범
서울특별시 광진구 광나루로 16길 18,37.56225,127.09615,1,생활방범
서울특별시 광진구 광나루로 19길51,37.56306,127.09618,1,생활방범
서울특별시 광진구 광나루로 389,37.5634,127.09636,1,생활방범
서울특별시 광진구 광나루로 38길 8,37.56513,127.09741,1,생활방범
서울특별시 광진구 아차산로49길 89 (구의동),37.55311,127.07134,1,쓰레기단속
서울특별시 광진구 아차산로51길 86-12 (구의동),37.53212,127.07975,1,쓰레기단속
"서울특별시 광진구 아차산로55길 23 (구의동, 신일아트빌라)",37.54855,127.0999,1,쓰레기단속
서울특별시 광진구 아차산로63길 31,37.52937,127.08278,1,쓰레기단속
서울특별시 광진구 아차산로73길 7-4 (광장동),37.55438,127.07306,1,쓰레기단속
서울특별시 광진구 용마산로 47 (중곡동),37.55755,127.07535,1,쓰레기단속
서울특별시 광진구 용마산로1길 69 (중곡동),37.54706,127.07027,1,쓰레기단속
서울특별시 광진구 용마산로1길 89 (중곡동),37.54611,127.07297,1,쓰레기단속
서울특별시 광진구 용마산로25길 22 (중곡동),37.54771,127.10574,1,쓰레기단속
서울특별시 광진구 용마산로28길 30 (중곡동),37.54748,127.08581,1,쓰레기단속
서울특별시 광진구 용마산로30길 37 (중곡동),37.56367,127.08014,1,쓰레기단속
서울특별시 광진구 용마산로32길 33 (중곡동),37.54512,127.09888,1,쓰레기단속
"서울특별시 광진구 자양로26길 59 (구의동, 한일익스프레스)",37.53776,127.06597,1,쓰레기단속
서울특별시 광진구 광나루로56길 85,37.55216,127.10268,1,재난재해
서울특별시 광진구 능동로 90,37.53823,127.08503,1,재난재해
서울특별시 광진구 동일로 403,37.53352,127.08097,1,재난재해
서울특별시 광진구 동일로 419,37.53343,127.0822,1,재난재해
서울특별시 광진구 신주소X,37.53514,127.0898,1,재난재해
서울특별시 광진구 아차산로361,37.55657,127.07508,1,재난재해
서울특별시 광진구 용마산로 127,37.55858,127.09451,1,재난재해
"서울특별시 광진구 뻥튀기골, 길목",37.53572,127.0641,1,재난재해
"서울특별시 광진구 아차산 능선, 긴골지구쪽",37.54152,127.10243,1,재난재해
"서울특별시 광진구 아차산 능선, 긴골지구쪽",37.53455,127.08044,1,재난재해
"서울특별시 광진구 아차산성, 구의지구쪽",37.55933,127.09283,1,재난재해
서울특별시 광진구 용마산로8가길 20-15 (중곡동),37.54307,127.08038,1,생활방범
서울특별시 광진구 용마산로8가길 26 (중곡동),37.52927,127.08455,1,생활방범
서울특별시 광진구 용마산로8길 10 (중곡동),37.54128,127.07085,1,생활방범
서울특별시 광진구 용마산로8길 66,37.54407,127.069,1,생활방범
서울특별시 광진구 용마산로8나길 36,37.54018,127.07056,1,생활방범
서울특별시 광진구 용마산로8다길 23 (중곡동),37.54262,127.06803,1,생활방범
서울특별시 광진구 용마산로8라길 30,37.54598,127.07554,1,생활방범
서울특별시 광진구 용마산로8마길 26,37.54328,127.06615,1,생활방범
서울특별시 광진구 워커힐로 32,37.54594,127.07175,1,생활방범
서울특별시 광진구 자양1동 859-1,37.55695,127.08218,1,생활방범
서울특별시 광진구 자양3동 784-2,37.55595,127.08323,1,생활방범
서울특별시 광진구 자양4동 199-4,37.55711,127.08395,1,생활방범
서울특별시 광진구 자양4동 553-22,37.56004,127.08322,1,생활방범
서울특별시 광진구 자양4동 74-21,37.56085,127.07503,1,생활방범
서울특별시 광진구 자양강변길 119,37.563,127.0758,1,생활방범
서울특별시 광진구 자양강변길 19 (자양동),37.56121,127.07836,1,생활방범
서울특별시 광진구 자양강변길 301,37.56122,127.08726,1,생활방범
서울특별시 광진구 자양강변길 73 (자양동),37.56461,127.08801,1,생활방범
서울특별시 광진구 자양동 57-2,37.56122,127.09048,1,생활방범
서울특별시 광진구 자양동 783-2,37.55402,127.09232,1,생활방범
서울특별시 광진구 자양로 117,37.55239,127.08843,1,생활방범
서울특별시 광진구 자양로 13길 31-8 (자양동),37.55093,127.09156,1,생활방범
서울특별시 광진구 자양로 237-1,37.53302,127.06226,1,생활방범
서울특별시 광진구 자양로 282,37.53613,127.06734,1,생활방범
서울특별시 광진구 자양로 35,37.53503,127.07975,1,생활방범
서울특별시 광진구 자양로 96,37.54025,127.08795,1,생활방범
서울특별시 광진구 자양로11길 11-1,37.5397,127.0894,1,생활방범
서울특별시 광진구 자양로11길 45-8 (자양동),37.55941,127.07917,1,생활방범
서울특별시 광진구 자양로13길 100 (자양동),37.54909,127.06891,1,생활방범
서울특별시 광진구 자양로13길 20,37.55659,127.07409,1,생활방범
서울특별시 광진구 자양로13길 41 (자양동),37.5403,127.07022,1,생활방범
서울특별시 광진구 자양로13길 41 (자양동),37.54379,127.10309,1,생활방범
서울특별시 광진구 자양로13길 73 (자양동),37.5392,127.07035,1,생활방범
서울특별시 광진구 자양로13나길 14 (자양동),37.53835,127.08328,1,생활방범
서울특별시 광진구 자양로13다길 34,37.54583,127.10428,1,생활방범
서울특별시 광진구 자양로13다길 34 (자양동),37.54796,127.10206,1,생활방범
서울특별시 광진구 자양로13다길10,37.54434,127.08591,1,생활방범
서울특별시 광진구 자양로15길 108 (자양동),37.54102,127.08724,1,생활방범
서울특별시 광진구 자양로15길 27,37.54125,127.08566,1,생활방범
서울특별시 광진구 자양로15길 56 (자양동),37.5416,127.08716,1,생활방범
서울특별시 광진구 자양로15길 6 (자양동),37.54093,127.08448,1,생활방범
서울특별시 광진구 자양로15길 72,37.53836,127.08644,1,생활방범
서울특별시 광진구 자양로15길84 (16~17구역 사이),37.5509,127.09596,1,생활방범
서울특별시 광진구 자양로18길 26 (구의동),37.53929,127.09104,1,생활방범
서울특별시 광진구 자양로18길 72 (구의동),37.53811,127.09205,1,생활방범
서울특별시 광진구 자양로18길6,37.55719,127.07383,1,생활방범
서울특별시 광진구 강변역로2길 18 (구의동),37.53631,127.06178,1,어린이보호
서울특별시 광진구 광나루로 448 (화양동),37.56606,127.09841,1,어린이보호
서울특별시 광진구 광나루로 532 (구의동),37.55259,127.0997,1,어린이보호
서울특별시 광진구 광나루로15길 23,37.55248,127.10065,1,어린이보호
서울특별시 광진구 광나루로30길 49 (화양동),37.55319,127.10116,1,어린이보호
서울특별시 광진구 광나루로30다길 3 (구의동),37.53298,127.07834,1,어린이보호
서울특별시 광진구 광나루로38길 73 (구의동),37.54136,127.09449,1,어린이보호
서울특별시 광진구 광나루로44길 32 (구의동),37.56273,127.07688,1,어린이보호
서울특별시 광진구 광나루로56길 5 (구의동),37.54917,127.09447,1,어린이보호
서울특별시 광진구 광장로1길 27 (광장동),37.56815,127.10103,1,어린이보호
서울특별시 광진구 광장로3길 19 (광장동),37.55493,127.10073,1,어린이보호
서울특별시 광진구 구의2동 613-38,37.53793,127.097,1,어린이보호
서울특별시 광진구 구의3동 215-10 교통섬,37.53473,127.09165,1,어린이보호
서울특별시 광진구 뚝섬로48길 52 (자양동),37.55517,127.08981,1,생활방범
서울특별시 광진구 뚝섬로49길 59 (자양동),37.56311,127.08768,1,생활방범
서울특별시 광진구 뚝섬로50길 28 (자양동),37.55792,127.09305,1,생활방범
서울특별시 광진구 뚝섬로50길 6 (자양동),37.5575,127.09348,1,생활방범
서울특별시 광진구 뚝섬로51길 24 (자양동),37.55765,127.09524,1,생활방범
서울특별시 광진구 뚝섬로52가길 10,37.55554,127.0933,1,생활방범
서울특별시 광진구 뚝섬로52가길 42,37.55675,127.09466,1,생활방범
서울특별시 광진구 뚝섬로52길 71,37.55679,127.09213,1,생활방범
서울특별시 광진구 뚝섬로52다길 45 (자양동),37.56093,127.08881,1,생활방범
서울특별시 광진구 뚝섬로52마길 42-15 (자양동),37.56948,127.08873,1,생활방범
서울특별시 광진구 뚝섬로52마길 60 (자양동),37.55969,127.08838,1,생활방범
서울특별시 광진구 뚝섬로52마길 60 (자양동),37.5704,127.08834,1,생활방범
서울특별시 광진구 뚝섬로54길 24 (자양동),37.5702,127.08717,1,생활방범
서울특별시 광진구 뚝섬로54길 46 (자양동),37.55865,127.09526,1,생활방범
서울특별시 광진구 뚝섬로55길 19 (자양동),37.56025,127.09562,1,생활방범
서울특별시 광진구 뚝섬로56길 28 (자양동),37.55597,127.09077,1,생활방범
서울특별시 광진구 뚝섬로56길 35 (자양동),37.554,127.09032,1,생활방범
서울특별시 광진구 뚝섬로56길 59 (자양동),37.55445,127.08951,1,생활방범
서울특별시 광진구 뚝섬로56길47 (자양동),37.54622,127.06794,1,생활방범
서울특별시 광진구 뚝섬로57가길 55 (자양동),37.54284,127.06717,1,생활방범
서울특별시 광진구 뚝섬로57길 13 (자양동),37.54313,127.06824,1,생활방범
서울특별시 광진구 뚝섬로58가길 9,37.54225,127.06591,1,생활방범
서울특별시 광진구 뚝섬로58길 58,37.54374,127.07062,1,생활방범
서울특별시 광진구 뚝섬로58길 68,37.54559,127.06955,1,생활방범
서울특별시 광진구 뚝섬로59길 18 (자양동),37.54546,127.06867,1,생활방범
서울특별시 광진구 뚝섬로60길 6 (자양동),37.54629,127.06884,1,생활방범
서울특별시 광진구 뚝섬로62길 24 (자양동),37.54344,127.06754,1,생활방범
서울특별시 광진구 뚝섬로64길 14 (자양동),37.54631,127.07524,1,생활방범
서울특별시 광진구 뚝섬로64길 45,37.54521,127.07529,1,생활방범
서울특별시 광진구 뚝섬로64길 70 (자양동),37.56386,127.07873,1,생활방범
서울특별시 광진구 뚝섬로67길 23 (구의동),37.57105,127.08228,1,생활방범
서울특별시 광진구 뚝섬로681,37.55657,127.08958,1,생활방범
서울특별시 광진구 자양로19길 48-4 (자양동),37.55389,127.07374,1,생활방범
서울특별시 광진구 자양로19길 54 (자양동),37.5568,127.07304,1,생활방범
서울특별시 광진구 자양로209,37.56407,127.08241,1,생활방범
서울특별시 광진구 자양로21길 14 (자양동),37.55903,127.08689,1,생활방범
서울특별시 광진구 자양로21길 35 (자양동),37.55527,127.08225,1,생활방범
서울특별시 광진구 자양로22길 58(구의동),37.54088,127.09227,1,생활방범
서울특별시 광진구 자양로22길 61 (구의동),37.53444,127.07645,1,생활방범
서울특별시 광진구 자양로23길 65 (구의동),37.5324,127.08892,1,생활방범
서울특별시 광진구 자양로23길 86 (구의동),37.56878,127.08815,1,생활방범
서울특별시 광진구 자양로25길 14-1,37.5334,127.07285,1,생활방범
서울특별시 광진구 자양로26길 14 (구의동),37.53559,127.07052,1,생활방범
서울특별시 광진구 자양로26길 45-7,37.53163,127.07188,1,생활방범
서울특별시 광진구 자양로26길 91-14 (구의동),37.53901,127.06817,1,생활방범
서울특별시 광진구 자양로26길95,37.53489,127.06063,1,생활방범
서울특별시 광진구 자양로28길 14 (구의동),37.55287,127.07164,1,생활방범
서울특별시 광진구 자양로28길 73 (구의동),37.53515,127.06537,1,생활방범
서울특별시 광진구 자양로28길 98 (구의동),37.53533,127.06471,1,생활방범
서울특별시 광진구 자양로2길 29 (자양동),37.537,127.0682,1,생활방범
서울특별시 광진구 자양로2길 6 (자양동),37.53728,127.06603,1,생활방범
서울특별시 광진구 자양로30길 14,37.53744,127.06545,1,생활방범
서울특별시 광진구 자양로30길 29 (구의동),37.56358,127.07761,1,생활방범
서울특별시 광진구 자양로30길 43 (구의동),37.56765,127.08798,1,생활방범
서울특별시 광진구 자양로30길 79 (구의동),37.55984,127.07463,1,생활방범
서울특별시 광진구 자양로30길 87-10 (구의동),37.56122,127.07711,1,생활방범
서울특별시 광진구 자양로32길 31 (구의동),37.55775,127.08732,1,생활방범
서울특별시 광진구 자양로33길 44 (구의동),37.55596,127.08477,1,생활방범
서울특별시 광진구 자양로35길35,37.56267,127.07682,1,생활방범
서울특별시 광진구 자양로36길 11 (구의동),37.55633,127.08391,1,생활방범
서울특별시 광진구 자양로36길 17-12 (구의동),37.55348,127.08655,1,생활방범
서울특별시 광진구 자양로37가길 10 (구의동),37.56832,127.08397,1,생활방범
서울특별시 광진구 자양로37길 21 (구의동),37.5703,127.08057,1,생활방범
서울특별시 광진구 자양로37길 22-10 (구의동),37.55153,127.07047,1,생활방범
서울특별시 광진구 자양로37길 38,37.56608,127.0857,1,생활방범
서울특별시 광진구 자양로37길 38-6,37.56785,127.08384,1,생활방범
서울특별시 광진구 자양로37길 43,37.54108,127.08868,1,생활방범
서울특별시 광진구 자양로37길 85,37.55361,127.08979,1,생활방범
서울특별시 광진구 자양로38길 17-7,37.56943,127.08814,1,생활방범
서울특별시 광진구 자양로3가길 36 (자양동),37.54474,127.07139,1,생활방범
서울특별시 광진구 자양로3가길 37 (자양동),37.54691,127.07063,1,생활방범
서울특별시 광진구 자양로3길 16,37.54438,127.06715,1,생활방범
서울특별시 광진구 자양로3길 39-3 (자양동),37.54336,127.06656,1,생활방범
서울특별시 광진구 자양로3길 49 (자양동),37.54522,127.075,1,생활방범
서울특별시 광진구 자양로3길 7 (자양동),37.54796,127.10103,1,생활방범
서울특별시 광진구 자양로41길 26-9,37.54331,127.09552,1,생활방범
서울특별시 광진구 자양로42길 42-24 (구의동),37.54684,127.10225,1,생활방범
서울특별시 광진구 자양로42길 44 (구의동),37.54789,127.10278,1,생활방범
서울특별시 광진구 뚝섬로703-1,37.55232,127.07775,1,생활방범
서울특별시 광진구 면목로 127 (중곡동),37.55224,127.09192,1,생활방범
서울특별시 광진구 면목로 136-1,37.53991,127.09231,1,생활방범
서울특별시 광진구 면목로 172 (중곡동),37.54826,127.10568,1,생활방범
서울특별시 광진구 면목로 27 (군자동),37.53046,127.08507,1,생활방범
서울특별시 광진구 면목로 5길 36,37.53412,127.0627,1,생활방범
서울특별시 광진구 광나루로 517-10 (구의동),37.5665,127.09873,1,생활방범
서울특별시 광진구 광나루로13길 30 (군자동),37.55222,127.10066,1,생활방범
서울특별시 광진구 광나루로17길 14,37.5518,127.10104,1,생활방범
서울특별시 광진구 광나루로17길 14 (군자동),37.55107,127.10114,1,생활방범
서울특별시 광진구 광나루로17길 14-14 (군자동),37.55415,127.10133,1,생활방범
서울특별시 광진구 광나루로19길 31,37.55514,127.10163,1,생활방범
서울특별시 광진구 광나루로20가길 21 (화양동),37.55799,127.10262,1,생활방범
서울특별시 광진구 광나루로22가길 12,37.55169,127.10023,1,생활방범
서울특별시 광진구 광나루로22길 7,37.55997,127.10158,1,생활방범
서울특별시 광진구 광나루로24길 12 (화양동),37.56603,127.08499,1,생활방범
서울특별시 광진구 광나루로24길 53 (화양동),37.53683,127.06901,1,생활방범
서울특별시 광진구 광나루로26길 24 (화양동),37.55226,127.0998,1,생활방범
서울특별시 광진구 광나루로30가길 9 (구의동),37.5518,127.10085,1,생활방범
서울특별시 광진구 광나루로30길 80,37.54935,127.09482,1,생활방범
서울특별시 광진구 광나루로30다길 30,37.53512,127.06823,1,생활방범
서울특별시 광진구 광나루로36길 68 (구의동),37.55219,127.10132,1,생활방범
서울특별시 광진구 광나루로36길 9-9,37.55436,127.09722,1,생활방범
서울특별시 광진구 광나루로38길 27 (구의동),37.54751,127.07348,1,생활방범
서울특별시 광진구 광나루로38길 67 (구의동),37.53241,127.09219,1,생활방범
서울특별시 광진구 광나루로40길 17 (구의동),37.55904,127.09101,1,생활방범
서울특별시 광진구 광나루로40길 34 (구의동),37.55026,127.1012,1,생활방범
서울특별시 광진구 광나루로44길 32 (구의동),37.54656,127.0677,1,생활방범
서울특별시 광진구 광나루로44길 9 (구의동),37.54818,127.08567,1,생활방범
서울특별시 광진구 광나루로44길55,37.54509,127.07628,1,생활방범
서울특별시 광진구 광나루로52길 12,37.56104,127.09554,1,생활방범
서울특별시 광진구 광나루로52길 12 (구의동),37.54309,127.10214,1,생활방범
서울특별시 광진구 광나루로52길 12 (구의동),37.52996,127.08909,1,생활방범
서울특별시 광진구 광나루로52길 43 (구의동),37.55273,127.07023,1,생활방범
서울특별시 광진구 광나루로52길 66 (구의동),37.53636,127.07987,1,생활방범
서울특별시 광진구 광나루로52길 83 (구의동),37.53104,127.09198,1,생활방범
서울특별시 광진구 광나루로54길 20 (구의동),37.54164,127.09616,1,생활방범
서울특별시 광진구 광나루로56길 86 (구의동),37.55227,127.10308,1,생활방범
서울특별시 광진구 광나루로56길 86 (구의동),37.55194,127.10433,1,생활방범
서울특별시 광진구 광나루로595,37.55317,127.10353,1,생활방범
서울특별시 광진구 광장동 344-10,37.55436,127.10408,1,생활방범
서울특별시 광진구 광장동 381-44,37.55313,127.10056,1,생활방범
서울특별시 광진구 광장동 5-116,37.55288,127.10096,1,생활방범
서울특별시 광진구 면목로 74 (중곡동),37.5564,127.07821,1,생활방범
서울특별시 광진구 면목로 93 (중곡동),37.5436,127.08646,1,생활방범
서울특별시 광진구 면목로114,37.55552,127.08657,1,생활방범
서울특별시 광진구 자양로42길 53,37.544,127.09729,1,생활방범
서울특별시 광진구 자양로43길 123 (중곡동),37.54064,127.10001,1,생활방범
서울특별시 광진구 자양로43길 18 (구의동),37.54175,127.08725,1,생활방범
서울특별시 광진구 천호대로135길 16 (구의동),37.53975,127.07189,1,생활방범
서울특별시 광진구 천호대로136길 13,37.539,127.07046,1,생활방범
서울특별시 광진구 천호대로136길 43,37.53193,127.0663,1,생활방범
서울특별시 광진구 천호대로136길 64,37.55689,127.0796,1,생활방범
서울특별시 광진구 천호대로137길 10 (구의동),37.53587,127.09435,1,생활방범
서울특별시 광진구 천호대로137길 38 (구의동),37.54099,127.07156,1,생활방범
서울특별시 광진구 천호대로138길 40,37.53588,127.09526,1,생활방범
서울특별시 광진구 천호대로140길 60,37.56479,127.08457,1,생활방범
서울특별시 광진구 천호대로140길 60,37.53825,127.0709,1,생활방범
서울특별시 광진구 천호대로140길 60,37.53584,127.09573,1,생활방범
서울특별시 광진구 천호대로140길 60,37.56833,127.0783,1,생활방범
서울특별시 광진구 화양동 110-34,37.5666,127.07727,1,생활방범
서울특별시 광진구 강변역로53,37.53585,127.06771,1,시설물관리
서울특별시 광진구 광나루로 389,37.56417,127.09639,1,시설물관리
서울특별시 광진구 광나루로56길 85,37.53846,127.08145,1,시설물관리
서울특별시 광진구 능동로 10,37.54884,127.07079,1,시설물관리
서울특별시 광진구 능동로 110,37.54276,127.09832,1,시설물관리
서울특별시 광진구 능동로 110,37.55429,127.10341,1,시설물관리
서울특별시 광진구 능동로 120-1,37.5685,127.10315,1,시설물관리
서울특별시 광진구 능동로 419,37.54364,127.08566,1,시설물관리
서울특별시 광진구 능동로 90,37.54004,127.0842,1,시설물관리
서울특별시 광진구 신주소X,37.53781,127.08516,1,시설물관리
서울특별시 광진구 신주소X,37.5516,127.09071,1,시설물관리
서울특별시 광진구 아차산로 236,37.54365,127.06827,1,시설물관리
서울특별시 광진구 아차산로 370,37.54784,127.10198,1,시설물관리
서울특별시 광진구 아차산로 383,37.54389,127.09871,1,시설물관리
서울특별시 광진구 아차산로 397,37.54112,127.08699,1,시설물관리
서울특별시 광진구 자양로3길 7,37.54239,127.09119,1,시설물관리
서울특별시 광진구 천호대로 548,37.53749,127.0792,1,시설물관리
서울특별시 광진구 천호대로 549,37.53192,127.08564,1,시설물관리
서울특별시 광진구 천호대로 556,37.56314,127.08198,1,시설물관리
서울특별시 광진구 천호대로 661,37.55927,127.08418,1,시설물관리
서울특별시 광진구 화양동 4-14,37.56728,127.07706,1,시설물관리
서울특별시 광진구 강변역로 17 (구의동),37.56864,127.07794,1,쓰레기단속
서울특별시 광진구 광나루로20가길 14 (화양동),37.55817,127.10237,1,쓰레기단속
"서울특별시 광진구 광나루로38길 74 (구의동, 삼영)",37.53693,127.09503,1,쓰레기단속
서울특별시 광진구 광나루로40길 84 (구의동),37.53805,127.09238,1,쓰레기단속
서울특별시 광진구 광나루로44길 44 (구의동),37.55532,127.0836,1,쓰레기단속
서울특별시 광진구 광나루로52길 94 (구의동),37.53614,127.09467,1,쓰레기단속
서울특별시 광진구 자양로43길 47 (중곡동),37.54341,127.08151,1,생활방범
서울특별시 광진구 자양로43길 8 (구의동),37.54213,127.08167,1,생활방범
서울특별시 광진구 자양로43길 86 (중곡동),37.54172,127.08244,1,생활방범
서울특별시 광진구 자양로44가길 18 (구의동),37.55397,127.09783,1,생활방범
